item_id,user_id,country,item_category,brand,price_eur,date_posted,date_sold,shipping_type,likes_count,user_rating
12468,u6163,France,Sneakers,H&M,48.64,2024-07-23,2024-08-05,Pickup,2,4.3
12469,u7537,Poland,Tops,Gucci,3.0,2024-04-03,2024-04-16,Drop-off,8,4.6
12470,u6734,Spain,Sneakers,Balenciaga,43.06,2024-01-25,,Pickup,2,4.4
12471,u7032,Poland,Tops,Levi’s,12.29,2025-06-17,2025-07-13,Drop-off,6,4.8
12472,u5303,Spain,Dresses,Balenciaga,3.49,2025-03-12,2025-03-19,Pickup,9,4.9
12473,u3132,Poland,Sneakers,Adidas,30.18,2025-04-23,2025-05-01,Drop-off,5,4.6
12474,u4140,Netherlands,Jeans,Nike,41.08,2024-11-05,2024-11-21,Pickup,5,4.5
12475,u7160,Germany,Tops,Levi’s,36.47,2025-04-29,2025-05-23,Drop-off,1,4.2
12476,u9764,Poland,Jeans,Levi’s,52.34,2024-02-11,2024-02-24,Standard,3,4.6
12477,u6865,Lithuania,Jackets,Zara,15.68,2024-08-28,2024-09-08,Standard,4,5.0
12478,u2817,Spain,Tops,Zara,37.4,2025-04-27,2025-05-10,Standard,7,5.0
12479,u8983,Poland,Jeans,Nike,26.43,2025-01-25,2025-02-06,Drop-off,5,4.5
12480,u2444,Germany,Tops,H&M,33.22,2024-02-14,2024-02-19,Drop-off,5,4.6
12481,u6914,Spain,Dresses,Levi’s,47.25,2024-11-26,2024-12-19,Standard,4,3.5
12482,u2585,Spain,Jeans,Nike,14.26,2024-09-18,2024-09-28,Standard,3,4.5
12483,u4658,Germany,Jeans,Nike,30.1,2024-05-24,2024-06-10,Standard,3,4.3
12484,u8503,Poland,Dresses,Balenciaga,49.61,2025-03-18,2025-04-11,Standard,6,4.3
12485,u3492,Poland,Dresses,Gucci,11.64,2024-03-14,2024-03-21,Pickup,7,4.9
12486,u8831,Germany,Bags,Zara,11.02,2024-02-14,2024-02-18,Standard,7,4.4
12487,u3775,Lithuania,Sneakers,Zara,6.35,2024-09-13,2024-09-23,Pickup,4,4.7
12488,u4544,Germany,Sneakers,Adidas,3.0,2025-05-27,2025-06-17,Drop-off,7,5.0
12489,u2418,Germany,Sneakers,Balenciaga,44.24,2024-10-24,2024-11-14,Drop-off,4,4.4
12490,u7014,Spain,Jackets,Gucci,35.38,2025-06-30,,Standard,4,4.4
12491,u4414,Spain,Dresses,Zara,10.5,2024-04-22,2024-05-10,Pickup,4,3.4
12492,u3017,Lithuania,Bags,Gucci,24.24,2024-03-27,2024-04-05,Standard,4,4.6
12493,u9578,France,Dresses,Gucci,13.49,2024-01-04,2024-01-31,Drop-off,6,4.3
12494,u7377,Germany,Sneakers,Zara,33.34,2024-08-25,2024-09-02,Standard,3,5.0
12495,u7320,Netherlands,Jackets,Balenciaga,13.63,2024-03-19,2024-04-04,Pickup,6,4.5
12496,u8004,France,Dresses,Levi’s,34.63,2024-09-05,2024-09-18,Pickup,4,4.2
12497,u4406,France,Dresses,H&M,50.28,2025-04-13,2025-04-24,Standard,4,4.5
12498,u4772,France,Tops,Zara,41.8,2024-12-06,2024-12-30,Drop-off,4,5.0
12499,u1279,Lithuania,Sneakers,Nike,28.96,2025-01-09,2025-01-16,Standard,9,4.3
12500,u7979,Lithuania,Jeans,Gucci,11.0,2024-04-15,,Pickup,7,4.7
12501,u3232,Lithuania,Bags,Zara,40.6,2024-01-21,2024-01-30,Pickup,5,4.6
12502,u9690,Spain,Jeans,Adidas,3.0,2024-09-09,2024-10-01,Standard,5,3.9
12503,u3052,Netherlands,Tops,Balenciaga,34.84,2024-08-14,2024-09-02,Pickup,5,4.5
12504,u3319,Spain,Tops,H&M,46.05,2024-10-07,2024-10-10,Drop-off,4,4.7
12505,u4316,Netherlands,Jeans,Balenciaga,38.07,2024-06-18,2024-06-20,Pickup,5,4.9
12506,u7927,Poland,Tops,Balenciaga,11.49,2024-03-05,2024-03-15,Pickup,6,4.6
12507,u8191,Lithuania,Sneakers,Levi’s,48.53,2025-04-07,2025-05-03,Standard,5,5.0
12508,u6251,France,Tops,H&M,26.32,2024-04-27,2024-04-28,Pickup,8,4.7
12509,u5896,Poland,Bags,H&M,32.39,2024-06-20,2024-07-01,Pickup,2,4.1
12510,u6204,Poland,Jackets,Nike,50.62,2024-09-17,2024-09-19,Standard,5,4.6
12511,u2752,Poland,Dresses,Levi’s,41.04,2024-11-10,2024-12-02,Pickup,8,4.3
12512,u3613,Poland,Bags,Gucci,3.0,2024-03-16,2024-03-30,Pickup,4,4.6
12513,u2156,France,Bags,Adidas,3.0,2024-05-25,,Standard,9,4.4
12514,u9217,Poland,Jackets,Adidas,38.65,2024-12-25,2024-12-29,Standard,4,4.5
12515,u3872,France,Dresses,Zara,29.69,2024-12-19,2024-12-26,Drop-off,5,3.7
12516,u7033,Poland,Jeans,Levi’s,24.36,2024-01-22,2024-02-09,Standard,7,3.8
12517,u9625,Netherlands,Bags,Gucci,33.59,2024-11-13,,Pickup,5,4.8
12518,u4534,Spain,Sneakers,Levi’s,17.56,2025-01-18,2025-02-01,Drop-off,0,4.9
12519,u7041,Germany,Jackets,Zara,58.83,2025-01-10,2025-01-28,Drop-off,5,4.2
12520,u4163,Netherlands,Bags,H&M,23.29,2024-01-27,2024-02-17,Pickup,5,4.7
12521,u5806,France,Dresses,Balenciaga,21.22,2025-01-19,2025-01-24,Pickup,7,4.4
12522,u2571,Poland,Dresses,Adidas,16.51,2024-05-31,,Drop-off,3,4.6
12523,u2328,Netherlands,Sneakers,Balenciaga,23.08,2025-02-07,,Pickup,8,4.0
12524,u2037,Poland,Bags,Gucci,36.16,2024-07-14,2024-07-27,Pickup,6,3.9
12525,u9015,Netherlands,Bags,Levi’s,19.07,2024-04-23,2024-05-06,Standard,5,4.8
12526,u2930,Spain,Jeans,Balenciaga,39.54,2024-06-05,2024-06-30,Pickup,10,5.0
12527,u1449,Netherlands,Dresses,Zara,36.72,2024-03-05,2024-03-08,Standard,8,4.7
12528,u4606,Poland,Bags,Zara,3.0,2024-04-04,,Pickup,5,4.1
12529,u5654,Lithuania,Bags,Nike,20.2,2024-05-27,2024-06-04,Standard,5,5.0
12530,u7244,Poland,Dresses,Balenciaga,39.57,2024-05-14,2024-06-12,Pickup,8,5.0
12531,u7520,Netherlands,Dresses,Zara,18.0,2025-04-29,2025-05-11,Standard,5,4.7
12532,u8453,Poland,Dresses,Balenciaga,36.12,2025-05-30,2025-06-18,Pickup,4,5.0
12533,u5518,Spain,Tops,Adidas,30.18,2025-05-09,2025-05-16,Standard,4,3.9
12534,u3654,Netherlands,Bags,Levi’s,27.32,2025-06-14,2025-06-16,Standard,3,4.9
12535,u5499,Lithuania,Jeans,Zara,28.91,2024-07-14,2024-07-27,Standard,3,4.4
12536,u8865,Netherlands,Jeans,Levi’s,42.46,2024-04-09,2024-05-08,Drop-off,8,4.4
12537,u3860,Germany,Dresses,Adidas,16.57,2024-12-18,,Standard,5,4.3
12538,u2085,Lithuania,Sneakers,Zara,44.75,2024-10-10,2024-11-03,Drop-off,4,4.1
12539,u3133,Lithuania,Bags,Gucci,39.44,2024-03-23,2024-04-13,Pickup,4,5.0
12540,u7523,Lithuania,Jeans,Balenciaga,36.45,2024-04-24,2024-05-18,Standard,6,4.7
12541,u9060,Lithuania,Jeans,Gucci,3.0,2024-05-02,2024-05-16,Drop-off,3,3.9
12542,u8825,Lithuania,Jeans,Gucci,3.67,2025-01-18,2025-01-20,Drop-off,7,4.9
12543,u2377,Spain,Jackets,Balenciaga,27.44,2024-07-27,2024-08-21,Drop-off,3,5.0
12544,u8819,France,Jackets,Adidas,22.43,2025-05-09,2025-05-21,Drop-off,5,4.7
12545,u5596,Poland,Jeans,Levi’s,39.27,2025-03-26,2025-04-21,Drop-off,4,5.0
12546,u5474,Poland,Bags,Gucci,10.26,2025-04-19,2025-04-28,Drop-off,3,4.5
12547,u8350,Poland,Dresses,Gucci,36.42,2024-01-05,,Drop-off,3,4.7
12548,u6928,Spain,Tops,Balenciaga,31.79,2025-06-22,2025-07-04,Pickup,7,4.8
12549,u1412,Spain,Tops,Nike,47.05,2025-01-25,2025-01-28,Pickup,4,4.5
12550,u2468,France,Bags,H&M,3.0,2024-11-05,2024-11-17,Standard,8,4.3
12551,u2841,Spain,Tops,H&M,50.44,2025-03-24,,Drop-off,3,4.9
12552,u6163,Spain,Jackets,Levi’s,34.93,2025-03-29,2025-04-20,Pickup,8,4.8
12553,u3167,Spain,Tops,Gucci,3.0,2025-04-23,2025-05-02,Drop-off,5,4.5
12554,u8394,France,Tops,Gucci,31.44,2025-04-09,2025-04-14,Standard,7,4.9
12555,u2013,Poland,Sneakers,H&M,20.39,2024-03-08,2024-03-19,Drop-off,7,3.9
12556,u9200,Netherlands,Jeans,H&M,34.43,2024-10-09,2024-10-15,Drop-off,5,3.8
12557,u7941,France,Bags,Zara,25.52,2024-08-22,2024-09-02,Standard,4,4.3
12558,u2924,Netherlands,Sneakers,Nike,21.98,2024-07-12,2024-07-24,Pickup,6,5.0
12559,u8184,France,Dresses,Zara,9.61,2025-06-18,2025-06-30,Standard,4,4.7
12560,u2864,Spain,Tops,Levi’s,25.35,2024-01-12,2024-02-04,Pickup,5,5.0
12561,u7322,Germany,Bags,Zara,38.52,2024-12-03,2024-12-15,Pickup,3,4.2
12562,u4331,Germany,Dresses,Nike,28.5,2024-12-14,2025-01-01,Pickup,6,4.4
12563,u1595,Netherlands,Dresses,Balenciaga,3.0,2024-08-25,2024-08-28,Standard,5,4.8
12564,u2741,Lithuania,Jackets,Balenciaga,11.09,2024-09-22,2024-10-09,Pickup,2,4.9
12565,u8655,Poland,Bags,Nike,21.47,2024-09-25,2024-10-22,Drop-off,2,3.9
12566,u9699,Netherlands,Sneakers,H&M,15.27,2024-06-29,2024-07-06,Pickup,10,4.4
12567,u9660,France,Dresses,Gucci,30.26,2025-03-22,2025-03-24,Standard,4,4.3
12568,u9379,Spain,Sneakers,Adidas,26.74,2024-06-27,,Pickup,7,4.0
12569,u9554,Poland,Bags,Nike,58.94,2025-05-31,2025-06-09,Drop-off,1,5.0
12570,u8997,France,Sneakers,Gucci,42.33,2025-05-05,2025-05-21,Pickup,4,4.5
12571,u6697,Poland,Bags,Zara,17.61,2025-02-28,2025-03-21,Pickup,3,3.8
12572,u9960,Germany,Bags,Gucci,49.36,2024-08-07,2024-08-18,Drop-off,4,4.0
12573,u7706,Netherlands,Dresses,H&M,18.86,2025-03-16,2025-03-21,Drop-off,3,4.8
12574,u1650,Spain,Dresses,H&M,33.39,2025-04-02,2025-04-04,Drop-off,5,5.0
12575,u8229,Spain,Bags,Zara,16.12,2025-01-13,2025-02-02,Standard,7,3.8
12576,u1263,Spain,Jeans,Adidas,38.22,2025-04-29,,Pickup,10,4.0
12577,u9249,France,Sneakers,Nike,39.31,2024-05-04,,Pickup,1,5.0
12578,u7392,Spain,Jackets,Zara,20.0,2024-06-15,,Pickup,2,4.3
12579,u3156,Poland,Tops,Balenciaga,48.72,2024-04-13,2024-04-18,Pickup,3,5.0
12580,u3587,Germany,Sneakers,Nike,11.96,2024-04-15,2024-05-04,Standard,7,5.0
12581,u6535,Spain,Jackets,H&M,9.86,2025-05-31,2025-06-21,Pickup,5,3.9
12582,u7673,Germany,Jeans,Levi’s,33.61,2024-04-01,,Pickup,10,4.6
12583,u8135,Lithuania,Bags,Balenciaga,40.46,2024-10-03,2024-10-05,Standard,4,4.6
12584,u3874,Spain,Bags,Adidas,24.28,2024-04-14,,Drop-off,3,5.0
12585,u8361,France,Jeans,Gucci,26.59,2024-11-29,,Drop-off,3,4.1
12586,u6569,Netherlands,Jeans,Gucci,71.81,2024-01-22,,Standard,6,4.7
12587,u1778,Poland,Sneakers,Levi’s,3.0,2024-11-18,,Drop-off,6,4.3
12588,u2691,Spain,Jackets,Levi’s,60.19,2025-02-19,2025-02-24,Drop-off,10,4.6
12589,u4503,Germany,Dresses,Zara,53.64,2024-03-18,,Pickup,5,4.0
12590,u5200,Poland,Bags,Adidas,45.03,2025-06-22,2025-07-08,Standard,6,4.6
12591,u9481,Lithuania,Dresses,Levi’s,39.66,2024-12-22,2024-12-23,Pickup,5,4.5
12592,u4220,France,Jeans,Balenciaga,42.71,2024-07-19,2024-07-23,Pickup,9,4.4
12593,u1068,Spain,Bags,Zara,48.9,2024-03-21,2024-03-25,Drop-off,9,4.5
12594,u8996,Lithuania,Bags,Adidas,28.25,2025-06-22,2025-06-28,Pickup,4,4.0
12595,u7698,Germany,Bags,Balenciaga,46.5,2024-05-19,2024-06-09,Drop-off,4,4.6
12596,u8311,Netherlands,Tops,Levi’s,41.8,2024-05-06,2024-05-17,Drop-off,6,4.0
12597,u6836,Poland,Bags,Zara,27.9,2024-05-12,2024-06-04,Standard,5,4.7
12598,u5629,Lithuania,Dresses,Zara,34.41,2024-04-09,,Drop-off,7,4.8
12599,u2819,Spain,Jackets,Adidas,43.47,2024-11-02,2024-11-12,Standard,4,4.9
12600,u6133,Netherlands,Jeans,Nike,40.85,2024-10-16,,Drop-off,6,4.3
12601,u7991,France,Jackets,H&M,32.78,2024-11-13,2024-11-16,Drop-off,10,4.6
12602,u5973,France,Dresses,Gucci,3.0,2025-04-24,2025-05-18,Drop-off,5,4.4
12603,u2223,Netherlands,Jeans,Gucci,38.89,2024-01-06,2024-01-07,Standard,5,4.1
12604,u9785,Netherlands,Jackets,Balenciaga,10.16,2024-11-13,2024-12-12,Drop-off,5,4.3
12605,u1552,Poland,Dresses,Zara,38.36,2024-02-07,,Standard,5,4.0
12606,u6289,France,Tops,Levi’s,16.18,2025-02-08,,Drop-off,2,4.8
12607,u3529,France,Bags,H&M,3.82,2024-11-25,2024-12-23,Drop-off,3,4.0
12608,u5169,Lithuania,Jeans,Adidas,28.77,2024-12-08,2024-12-12,Standard,4,4.8
12609,u4704,Spain,Bags,Levi’s,8.98,2024-08-19,2024-08-27,Pickup,9,4.7
12610,u9446,Germany,Jackets,H&M,58.4,2025-04-30,2025-05-14,Pickup,3,3.5
12611,u2776,Netherlands,Jeans,H&M,55.69,2024-12-18,2024-12-21,Drop-off,3,3.9
12612,u7943,Lithuania,Sneakers,Balenciaga,31.42,2024-07-13,2024-07-21,Standard,6,4.7
12613,u3843,Lithuania,Sneakers,Nike,18.87,2024-01-13,2024-01-18,Pickup,4,5.0
12614,u4454,France,Bags,Zara,42.16,2024-11-04,,Standard,3,4.5
12615,u3633,Spain,Tops,Levi’s,45.13,2025-05-27,,Standard,9,4.3
12616,u5600,France,Tops,H&M,27.83,2025-05-09,2025-05-16,Drop-off,12,4.2
12617,u5590,Lithuania,Sneakers,Gucci,19.2,2024-01-29,,Standard,3,3.8
12618,u7319,Netherlands,Bags,Nike,32.41,2024-09-29,2024-10-04,Drop-off,4,4.2
12619,u3932,Netherlands,Sneakers,Nike,25.3,2025-05-04,2025-05-14,Standard,5,3.7
12620,u8461,Netherlands,Sneakers,Zara,11.28,2025-04-24,2025-05-22,Pickup,7,4.1
12621,u7848,Poland,Dresses,Balenciaga,16.09,2024-09-29,2024-10-24,Pickup,4,3.7
12622,u8894,Netherlands,Bags,Adidas,21.81,2024-03-03,2024-03-24,Pickup,5,4.2
12623,u7080,Lithuania,Bags,Adidas,51.64,2024-10-20,2024-10-22,Pickup,4,4.9
12624,u8571,Netherlands,Jackets,Gucci,25.66,2024-07-30,2024-08-06,Drop-off,5,4.5
12625,u8254,Spain,Sneakers,Balenciaga,55.3,2024-10-28,2024-10-31,Pickup,4,4.8
12626,u1952,Germany,Sneakers,Nike,29.15,2024-06-13,2024-07-01,Pickup,8,5.0
12627,u6350,Spain,Dresses,Levi’s,3.0,2024-10-19,,Pickup,1,4.3
12628,u5756,Lithuania,Tops,Nike,28.36,2024-03-08,,Pickup,5,4.0
12629,u1649,Poland,Tops,Nike,16.03,2024-11-08,,Pickup,7,4.4
12630,u8723,Netherlands,Jeans,Balenciaga,6.89,2025-06-23,2025-06-30,Drop-off,4,3.6
12631,u8518,Poland,Dresses,H&M,31.14,2024-11-15,,Pickup,6,4.2
12632,u6617,Spain,Dresses,Nike,28.04,2024-09-23,2024-10-01,Pickup,4,4.3
12633,u6617,Spain,Jackets,Gucci,30.23,2025-06-24,2025-07-01,Pickup,2,3.8
12634,u5831,Germany,Dresses,Levi’s,53.85,2025-01-24,2025-02-20,Pickup,2,4.2
12635,u3143,Germany,Jeans,Levi’s,41.82,2024-09-09,2024-10-07,Standard,4,4.1
12636,u7492,Spain,Tops,Adidas,4.74,2024-09-05,2024-09-27,Drop-off,1,4.5
12637,u7238,Germany,Sneakers,Nike,47.03,2024-10-15,2024-11-08,Drop-off,7,4.6
12638,u9430,Germany,Sneakers,Levi’s,24.77,2024-10-19,2024-10-24,Standard,4,4.8
12639,u3921,Lithuania,Jackets,Levi’s,33.17,2024-11-16,2024-12-14,Pickup,2,4.1
12640,u8005,Spain,Sneakers,Adidas,21.3,2024-04-13,,Drop-off,4,4.6
12641,u6856,Poland,Bags,Nike,26.3,2025-04-19,2025-05-10,Drop-off,6,4.6
12642,u9382,Netherlands,Tops,Balenciaga,23.38,2024-03-22,,Standard,7,4.6
12643,u8245,France,Dresses,Levi’s,19.73,2024-01-15,2024-02-09,Drop-off,7,4.2
12644,u5288,Lithuania,Dresses,Gucci,29.36,2025-07-02,,Pickup,4,4.3
12645,u3917,France,Dresses,H&M,27.61,2024-02-17,,Drop-off,9,5.0
12646,u5084,Spain,Jackets,Adidas,9.93,2024-05-25,2024-06-15,Drop-off,4,5.0
12647,u4912,Lithuania,Jeans,H&M,34.55,2024-12-15,2024-12-18,Drop-off,4,4.2
12648,u6427,Spain,Sneakers,Zara,3.0,2024-11-03,2024-11-26,Standard,4,4.1
12649,u3578,Netherlands,Dresses,Levi’s,17.79,2024-08-19,2024-09-12,Pickup,7,5.0
12650,u9974,Poland,Tops,Gucci,45.67,2024-06-14,2024-07-13,Drop-off,6,3.5
12651,u2453,Spain,Dresses,Adidas,28.95,2024-12-23,,Pickup,3,4.5
12652,u2752,Germany,Bags,Adidas,14.32,2024-08-23,2024-09-15,Standard,0,4.8
12653,u5501,Lithuania,Sneakers,H&M,34.01,2025-03-02,2025-03-11,Drop-off,2,4.4
12654,u7599,Lithuania,Sneakers,Levi’s,55.42,2024-12-27,2025-01-24,Drop-off,2,4.2
12655,u1905,Poland,Sneakers,H&M,54.53,2024-08-12,,Standard,6,4.4
12656,u3645,Spain,Bags,Adidas,11.43,2024-01-02,2024-01-08,Pickup,2,4.2
12657,u1057,France,Jeans,Nike,21.16,2025-07-01,2025-07-18,Drop-off,8,4.8
12658,u7771,Lithuania,Sneakers,Adidas,46.29,2024-04-04,2024-04-12,Drop-off,6,4.4
12659,u5151,Poland,Jeans,Balenciaga,25.72,2024-12-31,2025-01-16,Standard,6,3.9
12660,u6208,Lithuania,Jackets,Levi’s,16.98,2025-04-01,2025-04-25,Pickup,6,4.3
12661,u7360,Poland,Jeans,Gucci,32.02,2024-02-22,2024-03-15,Pickup,3,3.7
12662,u8643,Poland,Dresses,Zara,33.0,2024-12-04,2024-12-19,Pickup,5,5.0
12663,u6340,France,Bags,Adidas,43.04,2024-01-14,2024-02-06,Pickup,1,4.7
12664,u6192,Germany,Jeans,Nike,32.85,2024-12-25,2025-01-23,Standard,6,5.0
12665,u8532,Poland,Bags,Zara,36.69,2024-07-24,2024-07-27,Pickup,7,5.0
12666,u1050,Netherlands,Dresses,Adidas,29.96,2025-02-01,2025-02-15,Drop-off,2,4.8
12667,u7710,Spain,Bags,Gucci,21.68,2024-03-29,2024-04-24,Pickup,1,4.4
12668,u3386,Spain,Tops,Zara,31.12,2025-04-07,,Pickup,7,4.3
12669,u5658,Lithuania,Jeans,Nike,44.46,2024-09-26,,Drop-off,2,4.6
12670,u4866,Spain,Bags,Balenciaga,3.0,2024-03-05,2024-03-06,Standard,6,4.6
12671,u6074,Spain,Sneakers,Nike,44.88,2024-01-05,2024-01-31,Drop-off,7,4.6
12672,u5410,Netherlands,Tops,Adidas,24.99,2025-03-22,2025-03-26,Pickup,5,4.3
12673,u7230,Germany,Bags,Levi’s,53.43,2025-01-11,,Pickup,4,4.3
12674,u5611,Germany,Sneakers,Balenciaga,54.57,2024-01-11,2024-01-24,Drop-off,5,5.0
12675,u4608,Poland,Jackets,H&M,21.12,2024-05-03,2024-05-19,Drop-off,2,4.4
12676,u7246,Spain,Sneakers,Zara,38.71,2025-06-27,2025-07-19,Pickup,5,4.7
12677,u8581,Germany,Bags,Levi’s,26.7,2024-07-30,2024-08-03,Standard,6,4.9
12678,u7698,Germany,Dresses,H&M,46.25,2024-03-19,2024-04-10,Drop-off,5,4.8
12679,u3157,Netherlands,Jeans,Nike,3.0,2024-06-02,2024-06-23,Drop-off,3,4.8
12680,u5971,Netherlands,Jackets,H&M,51.56,2024-10-06,,Standard,3,4.9
12681,u8866,Poland,Dresses,Balenciaga,28.38,2025-06-14,2025-07-01,Standard,4,4.9
12682,u6798,Germany,Bags,Levi’s,9.44,2025-01-29,2025-02-15,Drop-off,8,3.8
12683,u6268,Spain,Dresses,Nike,32.01,2024-06-28,,Standard,6,4.3
12684,u8619,Netherlands,Dresses,Zara,35.53,2024-04-13,2024-04-28,Pickup,3,4.7
12685,u5833,Netherlands,Jeans,Nike,26.18,2025-02-09,,Standard,4,4.8
12686,u4196,Germany,Bags,Gucci,14.96,2024-06-12,2024-07-09,Pickup,6,4.7
12687,u7570,Lithuania,Tops,Zara,8.8,2024-06-04,2024-07-03,Standard,6,4.3
12688,u1879,Germany,Sneakers,Zara,32.78,2024-01-24,2024-02-12,Standard,7,4.7
12689,u8648,France,Dresses,Nike,35.18,2025-05-20,2025-06-03,Pickup,9,4.5
12690,u2647,France,Sneakers,Adidas,44.49,2024-06-06,2024-06-16,Standard,5,4.5
12691,u7747,Spain,Jeans,H&M,18.78,2024-11-30,2024-12-13,Drop-off,5,4.1
12692,u5584,Spain,Bags,H&M,36.17,2024-02-25,2024-03-13,Drop-off,4,4.7
12693,u8118,France,Dresses,Gucci,9.17,2025-05-22,2025-06-05,Standard,8,5.0
12694,u6681,Spain,Jackets,Balenciaga,36.92,2024-03-21,2024-03-25,Drop-off,7,4.7
12695,u3556,Spain,Jeans,Adidas,41.0,2025-02-10,,Pickup,4,4.5
12696,u6736,Poland,Sneakers,Nike,22.05,2025-01-19,2025-02-15,Standard,3,3.9
12697,u6419,Netherlands,Bags,Gucci,18.27,2024-10-14,2024-10-30,Pickup,5,4.5
12698,u8328,France,Jeans,H&M,30.32,2024-07-03,2024-07-08,Standard,4,4.6
12699,u5312,Poland,Bags,Adidas,11.26,2025-01-18,,Drop-off,5,4.3
12700,u7397,Poland,Dresses,Levi’s,31.42,2024-08-02,,Pickup,5,5.0
12701,u8043,Germany,Bags,H&M,18.97,2025-06-05,,Standard,6,5.0
12702,u2591,Lithuania,Bags,H&M,58.15,2025-06-25,2025-07-13,Standard,3,4.5
12703,u7453,Poland,Jackets,Levi’s,51.53,2024-06-17,,Standard,5,4.1
12704,u2753,France,Bags,Zara,49.1,2024-06-20,,Pickup,4,4.1
12705,u8587,Lithuania,Bags,Zara,3.0,2024-12-07,2025-01-01,Pickup,7,4.5
12706,u8696,Netherlands,Dresses,Gucci,63.28,2024-10-12,,Pickup,6,4.7
12707,u4064,Poland,Sneakers,Zara,29.7,2024-01-17,2024-01-28,Drop-off,4,5.0
12708,u8126,Germany,Jeans,Levi’s,45.16,2024-05-03,2024-05-06,Standard,1,4.7
12709,u4968,Germany,Bags,Adidas,27.04,2024-04-05,,Standard,4,4.7
12710,u7277,France,Sneakers,H&M,34.64,2024-04-06,2024-04-13,Pickup,7,4.7
12711,u1742,France,Jackets,Gucci,36.0,2024-01-17,2024-01-21,Pickup,3,5.0
12712,u9796,Poland,Tops,Zara,19.86,2024-02-20,,Drop-off,5,5.0
12713,u1085,Netherlands,Jackets,H&M,43.02,2024-04-30,2024-05-17,Standard,6,4.1
12714,u6921,France,Jeans,Gucci,28.65,2025-06-16,2025-07-14,Drop-off,2,4.5
12715,u2737,Netherlands,Tops,Balenciaga,42.08,2024-12-13,2024-12-28,Drop-off,5,4.3
12716,u1157,Poland,Bags,Gucci,45.07,2024-10-08,2024-10-12,Standard,6,4.3
12717,u4999,Netherlands,Jeans,H&M,35.22,2024-12-04,2024-12-23,Drop-off,8,4.3
12718,u5484,Lithuania,Jeans,Zara,53.72,2024-08-26,,Pickup,2,3.7
12719,u8461,Spain,Jackets,Zara,39.96,2024-04-10,2024-05-01,Drop-off,2,4.6
12720,u2251,Netherlands,Bags,Balenciaga,12.7,2024-02-25,2024-03-22,Drop-off,2,4.5
12721,u8433,Lithuania,Jackets,H&M,27.73,2025-01-17,2025-01-28,Standard,7,5.0
12722,u8248,Poland,Jackets,Adidas,14.37,2024-07-07,2024-07-19,Drop-off,6,4.5
12723,u8516,Netherlands,Tops,Adidas,22.18,2024-06-10,2024-06-29,Drop-off,3,4.5
12724,u1018,Spain,Jeans,Balenciaga,44.46,2024-04-10,,Pickup,6,4.1
12725,u5780,France,Dresses,Nike,30.49,2024-06-06,,Pickup,2,4.8
12726,u1202,Spain,Sneakers,Nike,5.43,2024-05-30,2024-06-16,Drop-off,3,5.0
12727,u3575,Spain,Sneakers,Nike,35.03,2024-04-09,,Drop-off,4,4.3
12728,u6400,Germany,Bags,Nike,13.83,2024-06-01,2024-06-23,Standard,5,4.9
12729,u3207,Spain,Tops,Adidas,19.51,2024-09-18,,Standard,4,4.5
12730,u6211,Spain,Sneakers,Gucci,17.85,2025-03-20,,Standard,4,4.1
12731,u7224,Poland,Bags,Gucci,13.77,2024-06-14,2024-06-21,Pickup,3,4.2
12732,u7072,Spain,Sneakers,Balenciaga,27.17,2024-10-22,2024-11-02,Pickup,11,4.7
12733,u4723,Poland,Sneakers,Levi’s,32.4,2024-02-07,2024-02-27,Pickup,6,4.3
12734,u4022,Lithuania,Sneakers,Balenciaga,6.69,2024-09-06,2024-09-15,Standard,6,5.0
12735,u2326,Spain,Bags,H&M,19.3,2024-03-19,2024-03-22,Drop-off,6,4.6
12736,u3774,Spain,Sneakers,H&M,37.1,2024-07-08,2024-07-24,Standard,8,4.8
12737,u2848,Spain,Sneakers,Zara,16.49,2024-09-19,2024-10-04,Drop-off,3,4.6
12738,u1284,Spain,Jackets,H&M,32.81,2024-08-02,2024-08-31,Standard,4,4.3
12739,u2278,Poland,Bags,Levi’s,24.57,2025-04-22,2025-05-11,Pickup,8,4.9
12740,u5865,Spain,Jeans,Balenciaga,48.67,2024-01-25,2024-02-07,Drop-off,8,5.0
12741,u1543,France,Sneakers,Levi’s,32.97,2024-01-07,2024-02-01,Standard,9,5.0
12742,u7885,Poland,Tops,Balenciaga,19.77,2024-09-22,,Pickup,3,5.0
12743,u6439,France,Jackets,Adidas,7.69,2025-01-27,2025-02-21,Standard,3,4.1
12744,u8206,France,Sneakers,Zara,7.33,2024-09-23,2024-09-29,Pickup,8,3.9
12745,u4756,Netherlands,Bags,Levi’s,6.83,2025-02-19,2025-03-20,Standard,10,4.4
12746,u1930,Germany,Dresses,Adidas,43.01,2024-08-08,2024-08-31,Pickup,4,4.7
12747,u4442,France,Jeans,Balenciaga,21.02,2024-06-11,,Drop-off,5,4.3
12748,u9296,France,Bags,Levi’s,21.39,2025-03-24,2025-04-09,Drop-off,3,4.2
12749,u9995,Lithuania,Jeans,Nike,58.86,2025-06-15,2025-06-18,Drop-off,0,4.7
12750,u3065,Spain,Bags,Adidas,17.83,2024-09-13,2024-09-29,Standard,5,3.9
12751,u5183,Poland,Jackets,Adidas,21.69,2024-02-23,2024-03-18,Pickup,2,4.4
12752,u2717,Spain,Jackets,Adidas,33.2,2024-10-22,2024-10-27,Pickup,7,4.0
